gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	svalue_shrink	log2FC_shrink	comparison	samples_i	samples_j	gene_name	is_signif_pos	is_signif_neg	is_signif_any
Anogam_AGAP011402	127.269509160683	-2.46852275558661	0.505460798684328	-4.88370762285021	1.04109415308674e-06	6.23281761126789e-06	2.35451055711972e-07	-2.31045293705694	Bulk.Fem-Mal	Fem	Mal	sphingolipid delta-4 desaturase	FALSE	TRUE	TRUE
Anogam_AGAP012111	379.059238532646	-1.07961448296243	0.330928142678427	-3.26238341116708	0.00110479607217652	0.00370086277317898	0.000103560773599817	-1.00716878455848	Bulk.Fem-Mal	Fem	Mal	sphingolipid delta-4 desaturase	FALSE	FALSE	FALSE
Anogam_AGAP012920	3546.59743218535	0.552110131605043	0.396776708600033	1.39148825936149	0.164077417426047	0.266117858643127	0.0157316507463424	0.488106682168086	Bulk.Fem-Mal	Fem	Mal		FALSE	FALSE	FALSE
Anogam_AGAP013071	3.66838155468698	-0.107553668845309	2.68234492568566	-0.0400968823268754	0.968015887347293	0.979062314890596	0.153858591051417	-0.0118016532954716	Bulk.Fem-Mal	Fem	Mal	Stearoyl-CoA desaturase 5	FALSE	FALSE	FALSE
Anogam_AGAP001713	4083.68447902679	-0.171071927613499	0.457573047791914	-0.373868016132138	0.708502513118797	0.920781810152858	0.243239363977956	-0.0651510723852954	Oecy.Fem-Mal	Fem	Mal	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003050	13470.2848829245	-0.178258700429012	0.797385284554203	-0.223554038282349	0.823104330611871	0.95705745415754	0.286577827253479	-0.0303560384643564	Oecy.Fem-Mal	Fem	Mal	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003051	131.046157242862	-3.76464604601052	0.973020230243878	-3.86903162852734	NA	NA	0.000449919815306482	-3.16853033043032	Oecy.Fem-Mal	Fem	Mal	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003418	4.87600590665197	0.187077699166592	1.9901294816978	0.0940027776519316	0.925106950261865	NA	0.324051278335294	0.00624147583053656	Oecy.Fem-Mal	Fem	Mal	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP004572	26.9091712133939	0.653651153974005	0.671593394767119	0.973284071980286	0.330412136509429	0.707698147994095	0.18174330830311	0.155565889401273	Oecy.Fem-Mal	Fem	Mal		FALSE	FALSE	FALSE
Anogam_AGAP010149	760.773264998485	-0.422048804209629	0.666764357455865	-0.632980451774622	0.526746408595343	0.842522236937369	0.224213831387503	-0.0960334892722843	Oecy.Fem-Mal	Fem	Mal	cytochrome b5-related	FALSE	FALSE	FALSE
Anogam_AGAP010150	2746.91305503681	0.0745961813395109	0.292205720391956	0.255286519509097	0.798501810963361	0.952027466709216	0.251399807465141	0.0455608519154831	Oecy.Fem-Mal	Fem	Mal	cytochrome b5-related	FALSE	FALSE	FALSE
Anogam_AGAP011402	39.4313704793158	-2.32747554330448	1.13738803729782	-2.04633376383494	0.0407235439525845	0.23302322373197	0.1692685787247	-0.215928439090193	Oecy.Fem-Mal	Fem	Mal	sphingolipid delta-4 desaturase	FALSE	FALSE	FALSE
Anogam_AGAP012111	412.97879236785	-0.340406968079252	0.368875820502943	-0.922822665945208	0.356099626878918	0.729053102270033	0.131229883874231	-0.174757998954042	Oecy.Fem-Mal	Fem	Mal	sphingolipid delta-4 desaturase	FALSE	FALSE	FALSE
Anogam_AGAP012920	995.317389256774	-0.160154424917966	0.413230768733373	-0.387566553693155	0.698336824222676	0.916111321811261	0.236302460387488	-0.069078043945503	Oecy.Fem-Mal	Fem	Mal		FALSE	FALSE	FALSE
Anogam_AGAP013071	0.210311560696645	-1.23396113827818	4.0804728567969	-0.302406407684529	0.762342270655386	NA	0.309937967430932	-0.0183619652788641	Oecy.Fem-Mal	Fem	Mal	Stearoyl-CoA desaturase 5	FALSE	FALSE	FALSE
